"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Generation of Electricity by Sector","31-Aug-2023","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","0","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Aug-2023","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","804.706","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Aug-2023","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","37.756","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Aug-2023","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","84.071","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","14838.72","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","5517.77","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2179.89","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","294.55","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1128.72","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2918.09","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","2106.93","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","28.85","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","0","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","548.76","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","39.97","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Jul-2023","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","75.19","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","13715.48","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","4133.45","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2434.43","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","10.24","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","744.42","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1170.93","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2543.86","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1857.11","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","24.98","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","27.07","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","597.44","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","66.49","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Jun-2023","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","105.06","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","12283.68","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","3312.2","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2061.3","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","240.97","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1270.9","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2988.05","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1542.59","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","34.5","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","27.66","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","606.58","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","74.87","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-May-2023","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","124.06","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","10010.298","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1872.236","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1818.513","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","222.598","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1189.438","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2417.747","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1916.067","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","30.459","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","13.349","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","322.925","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","81.168","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Apr-2023","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","125.798","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","8741.32","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2001.612","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1333.514","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","40.526","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1107.011","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1784.592","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","2002.007","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","31.581","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","3.562","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","221.327","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","104.859","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Mar-2023","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","110.729","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7755.532","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2052.158","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1091.14","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","107.774","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","849.61","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1462.357","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1883.091","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","32.95","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","1.873","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","92.202","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","28-Feb-2023","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","100.117","GWh","Normal","","120","Electricity Generation by bagasse"
